joined,left,difference
1870-01-04,1870-12-17,347
1871-01-04,1871-04-04,90
1871-10-13,1871-12-08,56
1871-10-02,1871-12-20,79
1871-09-06,1871-10-12,36
1873-04-18,1873-06-30,73
1873-07-28,1873-12-20,145
1873-07-28,1873-12-20,145
1873-07-28,1873-12-20,145
1873-06-25,1873-06-30,5
1873-04-19,1873-07-23,95
1873-12-31,1874-03-17,76
1873-12-31,1874-03-17,76
1873-12-31,1874-03-17,76
1873-12-31,1874-03-3,62
1876-04-24,1876-07-22,89
1877-08-10,1877-08-20,10
1876-08-25,1877-07-30,339
1877-08-10,1877-08-20,10
1877-08-10,1877-08-20,10
1877-08-10,1877-08-20,10
1877-08-10,1877-08-20,10
1877-08-10,1877-08-20,10
1877-08-10,1877-08-20,10
1877-06-08,1878-07-12,399
1877-10-08,1878-05-28,232
1877-10-09,1878-05-28,231
1877-10-08,1878-05-28,232
1877-10-09,1878-05-28,231
1877-10-09,1878-06-8,242
1877-10-08,1878-06-08,243
1877-10-08,1878-05-28,232
1877-10-08,1878-06-08,243
1877-06-08,1878-07-12,399
1877-06-08,1878-07-12,399
1877-06-08,1878-07-12,399
1877-06-08,1878-07-12,399
1877-06-08,1878-07-12,399
1877-06-08,1878-07-12,399
1879-05-26,1880-02-17,267
1879-05-26,1880-02-17,267
1879-05-29,1880-02-17,264
1879-05-26,1880-02-17,267
1880-01-05,1880-02-17,43
1879-05-26,1880-01-29,248
1879-05-29,1880-02-17,264
1879-05-29,1880-02-17,264
1880-03-03,1880-07-29,148
1880-03-13,1880-07-29,138
1880-03-16,1880-07-29,135
1880-03-03,1880-07-29,148
1880-03-16,1880-07-29,135
1880-03-13,1880-07-29,138
1880-05-22,1880-07-29,68
1880-03-16,1880-05-11,56
1880-09-18,1880-11-29,72
1880-09-18,1880-11-29,72
1880-09-18,1881-02-14,149
1880-09-18,1881-02-14,149
1880-09-18,1881-02-14,149
1880-09-18,1881-02-26,161
1880-09-18,1881-02-14,149
1881-01-10,1881-02-14,35
1881-03-15,1881-06-27,104
1881-03-15,1881-08-26,164
1881-03-16,1881-08-26,163
1881-03-15,1881-08-26,164
1881-03-15,1881-08-26,164
1881-03-16,1881-08-26,163
1881-03-15,1881-08-26,164
1881-09-29,1882-02-11,135
1881-09-28,1882-02-08,133
1881-09-28,1882-02-11,136
1881-09-29,1882-02-11,135
1881-09-28,1882-02-11,136
1881-09-29,1882-02-11,135
1882-03-04,1882-11-08,249
1882-03-04,1882-11-08,249
1881-09-29,1882-02-11,135
1882-03-04,1882-11-08,249
1882-03-11,1882-11-08,242
1882-03-11,1882-11-08,242
1882-03-11,1882-11-08,242
1882-03-04,1882-11-08,249
1882-08-24,1883-02-15,175
1882-08-24,1883-02-15,175
1882-08-24,1883-02-15,175
1882-08-24,1883-02-15,175
1882-08-24,1883-02-15,175
1882-08-24,1882-12-26,124
1882-08-24,1882-12-26,124
1883-01-24,1883-02-15,22
1883-01-24,1883-02-15,22
1867-07-01,1867-11-27,149
1883-01-24,1883-02-15,22
1872-06-06,1872-06-30,24
1872-06-06,1872-06-30,24
1899-02-21,1899-07-10,139
1899-02-21,1899-07-10,139
1899-03-07,1899-07-10,125
1899-03-14,1899-07-10,118
1876-10-25,1877-02-22,120
1876-10-17,1877-02-22,128
1876-10-17,1877-02-22,128
1876-10-17,1877-02-22,128
1876-10-17,1877-02-22,128
1877-03-17,1877-09-01,168
1876-10-25,1877-02-22,120
1877-09-17,1877-12-31,105
1877-03-17,1877-09-01,168
1877-09-19,1877-12-31,103
1877-09-17,1877-12-31,105
1877-03-17,1877-09-01,168
1877-03-17,1877-09-01,168
1877-03-17,1877-09-01,168
1877-09-17,1877-12-31,105
1877-03-17,1877-09-01,168
1877-03-17,1877-09-18,185
1878-02-23,1878-07-02,129
1878-02-23,1878-07-02,129
1878-02-23,1878-07-02,129
1878-02-23,1878-07-02,129
1878-02-23,1878-07-02,129
1877-09-17,1877-12-31,105
1878-07-19,1879-01-02,167
1878-07-19,1879-01-02,167
1878-07-19,1879-01-02,167
1878-07-19,1879-01-02,167
1879-10-07,1880-03-06,151
1879-10-07,1880-03-06,151
1879-10-07,1880-02-17,133
1879-10-07,1880-03-16,161
1879-10-07,1880-03-06,151
1880-04-08,1880-11-07,213
1879-10-07,1880-03-16,161
1880-04-08,1880-09-14,159
1880-04-08,1880-11-07,213
1880-04-08,1880-11-07,213
1880-04-08,1880-11-07,213
1862-09-19,1863-01-28,131
1862-09-19,1863-01-28,131
1862-09-19,1863-01-28,131
1862-09-19,1863-01-28,131
1863-03-11,1863-07-17,128
1862-09-19,1863-01-28,131
1863-03-11,1863-07-17,128
1862-09-19,1863-01-28,131
1863-03-11,1863-07-17,128
1863-03-11,1863-06-17,98
1863-03-11,1863-07-17,128
1863-06-30,1863-10-21,113
1863-07-01,1863-10-21,112
1863-06-30,1863-10-21,113
1863-06-30,1863-10-21,113
1863-06-30,1863-10-21,113
1863-12-22,1864-07-25,216
1863-12-22,1864-07-25,216
1863-12-22,1864-07-25,216
1864-08-23,1864-12-10,109
1864-08-23,1864-10-07,45
1863-12-23,1864-07-25,215
1864-08-23,1864-10-22,60
1863-12-22,1864-07-25,216
1864-08-23,1864-12-10,109
1863-12-22,1864-07-25,216
1864-08-23,1864-12-10,109
1864-10-09,1865-02-14,128
1864-10-09,1865-02-14,128
1864-11-25,1864-12-10,15
1864-08-23,1864-12-10,109
1864-10-09,1865-02-14,128
1864-10-16,1865-02-14,121
1864-10-17,1865-02-14,120
1864-10-09,1865-02-14,128
1866-04-14,1867-01-09,270
1866-04-14,1867-01-09,270
1866-04-14,1867-01-09,270
1866-04-14,1866-12-07,237
1867-03-21,1867-10-04,197
1865-12-07,1867-01-09,398
1866-04-14,1867-01-09,270
1866-04-14,1867-01-09,270
1867-03-21,1867-11-16,240
1867-03-21,1867-04-20,30
1867-03-21,1867-09-27,190
1867-03-21,1867-11-20,244
1868-11-14,1869-01-08,55
1867-03-21,1867-11-08,232
1867-10-14,1867-11-20,37
1867-10-14,1867-11-20,37
1868-11-14,1869-01-08,55
1867-04-25,1867-11-08,197
1868-11-14,1869-01-14,61
1868-11-14,1868-11-27,13
1868-12-17,1869-08-08,234
1868-11-14,1869-01-08,55
1868-11-19,1869-01-08,50
1868-09-19,1868-12-12,84
1870-04-19,1870-07-26,98
1870-10-14,1870-03-21,207
1869-10-30,1870-03-21,142
1870-04-16,1870-07-26,101
1869-10-30,1870-03-21,142
1869-10-30,1870-07-30,273
1869-10-30,1870-01-04,66
1870-04-16,1870-07-26,101
1869-10-30,1870-07-30,273
1870-08-24,1871-03-08,196
1870-08-25,1871-03-04,191
1870-08-24,1871-03-01,189
1870-08-24,1871-03-03,191
1870-08-24,1871-03-04,192
1871-04-07,1871-11-09,216
1871-04-07,1871-11-09,216
1871-04-07,1871-11-09,216
1871-04-07,1871-11-09,216
1871-08-23,1871-11-09,78
1871-04-07,1871-11-09,216
1874-06-23,1874-10-09,108
1874-06-23,1874-10-09,108
1874-10-20,1874-10-27,7
1874-06-24,1874-10-09,107
1874-10-20,1874-10-27,7
1874-06-23,1874-10-09,108
1874-06-23,1874-10-09,108
1874-10-20,1874-10-27,7
1874-10-20,1874-10-27,7
1874-06-23,1874-10-09,108
1874-10-20,1874-10-27,7
1875-11-20,1876-04-21,153
1875-11-20,1876-04-21,153
1875-11-22,1876-04-03,133
1874-10-20,1874-10-27,7
1875-11-20,1876-04-21,153
1875-11-20,1876-04-21,153
1876-05-18,1876-10-05,140
1875-11-22,1876-04-21,151
1876-05-18,1876-10-05,140
1876-05-18,1876-08-28,102
1876-05-18,1876-10-05,140
1876-05-18,1876-10-05,140
1888-07-01,1888-12-31,183
1888-03-03,1888-06-30,119
1888-07-10,1888-11-12,125
1888-07-10,1888-10-14,96
1888-07-10,1888-11-12,125
1892-10-20,1893-01-07,79
1893-03-19,1893-06-16,89
1894-03-16,1894-06-30,106
1894-03-16,1894-06-30,106
1894-03-16,1894-06-30,106
1894-03-16,1894-06-30,106
1896-08-21,1896-10-22,62
1896-10-29,1896-11-18,20
1897-01-01,1897-07-05,185
1878-01-19,1878-07-08,170
1877-01-20,1877-06-30,161
1878-01-19,1878-07-08,170
1877-01-20,1877-06-30,161
1877-08-06,1877-12-18,134
1878-01-19,1878-07-08,170
1877-08-06,1877-12-18,134
1878-07-13,1878-08-03,21
1878-01-19,1878-07-08,170
1878-07-13,1878-08-03,21
1878-07-13,1878-08-03,21
1880-01-20,1880-05-29,130
1878-07-13,1878-08-03,21
1880-01-26,1880-02-18,23
1880-03-01,1880-03-26,25
1880-07-05,1880-07-16,11
1880-07-05,1880-11-12,130
1880-07-05,1880-07-24,19
1880-01-26,1880-02-22,27
1880-08-13,1880-11-01,80
1866-07-01,1866-12-28,180
1866-07-01,1866-12-28,180
1866-07-01,1866-12-28,180
1866-07-01,1866-12-28,180
1867-08-10,1868-01-01,144
1867-08-10,1868-01-01,144
1867-08-10,1868-01-01,144
1867-08-10,1868-01-01,144
1870-01-01,1870-06-30,180
1870-01-01,1870-06-30,180
1870-01-01,1870-06-30,180
1870-01-01,1870-06-30,180
1871-01-16,1871-03-03,46
1871-01-16,1871-03-03,46
1870-07-07,1871-01-14,191
1871-07-17,1871-10-20,95
1871-01-16,1871-03-03,46
1874-01-01,1874-09-20,262
1871-07-17,1871-09-30,75
1874-01-01,1874-09-20,262
1871-10-02,1871-12-31,90
1871-10-28,1871-12-31,64
1871-07-17,1871-10-29,104
1871-10-21,1871-12-31,71
1874-01-01,1874-09-20,262
1874-07-03,1874-11-24,144
1874-07-03,1874-11-28,148
1874-01-09,1874-03-16,66
1874-08-10,1874-11-02,84
1874-03-24,1874-06-30,98
1874-07-03,1874-08-04,32
1876-03-28,1876-05-13,46
1876-03-28,1876-06-13,77
1876-03-28,1876-06-13,77
1876-03-28,1876-06-13,77
1876-07-19,1876-12-09,143
1864-01-01,1864-05-10,130
1864-01-01,1864-05-07,127
1873-01-01,1873-06-30,180
1873-01-01,1873-05-13,132
1873-01-01,1873-05-13,132
1873-01-01,1873-06-30,180
1873-07-01,1873-12-31,183
1873-07-01,1873-12-15,167
1873-07-01,1873-12-31,183
1873-07-01,1873-12-15,167
1873-07-01,1873-12-15,167
1873-01-28,1873-05-13,105
1876-01-26,1876-05-17,112
1876-07-07,1876-08-08,32
1878-01-08,1878-06-12,155
1878-01-08,1878-06-29,172
1878-01-08,1878-03-14,65
1878-03-14,1878-06-12,90
1878-08-27,1878-09-28,32
1878-09-05,1878-10-16,41
1878-09-28,1878-11-22,55
1879-07-24,1879-12-09,138
1879-07-24,1879-09-16,54
1879-07-24,1879-12-09,138
1880-11-04,1880-12-21,47
1880-11-04,1880-12-21,47
1880-11-02,1880-12-31,59
1880-11-04,1880-12-21,47
1880-11-04,1880-12-24,50
1880-01-30,1880-06-24,146
1880-04-20,1880-06-17,58
1880-01-30,1880-04-19,80
1880-01-30,1880-06-24,146
1880-07-09,1880-10-23,106
1880-07-09,1880-10-23,106
1881-04-29,1881-07-16,78
1880-07-10,1880-10-30,112
1880-07-06,1880-07-09,3
1882-01-18,1882-02-23,36
1882-01-18,1882-02-18,31
1882-01-18,1882-02-18,31
1882-01-18,1882-02-23,36
1882-01-18,1882-02-18,31
1882-03-23,1882-05-22,60
1882-03-23,1882-05-22,60
1882-03-29,1882-05-22,54
1882-08-30,1883-01-13,136
1882-07-07,1882-08-29,53
1882-07-07,1882-07-12,5
1882-07-07,1883-1-13,190
1882-07-29,1882-08-29,31
1882-09-28,1883-01-13,107
1883-01-16,1883-11-08,296
1883-01-16,1883-04-08,82
1883-02-03,1883-03-03,28
1883-03-07,1883-04-08,32
1882-09-28,1883-01-13,107
1883-04-09,1883-06-18,70
1883-07-01,1883-08-10,40
1883-06-26,1883-09-19,85
1883-04-09,1883-06-18,70
1883-07-01,1883-08-10,40
1883-04-09,1883-06-18,70
1883-04-09,1883-06-18,70
1863-01-01,1863-06-30,180
1863-01-01,1863-06-30,180
1863-01-01,1863-03-24,82
1863-01-01,1863-06-30,180
1863-01-01,1863-06-30,180
1884-02-05,1884-07-02,148
1884-02-05,1884-07-02,148
1862-12-09,1863-08-28,262
1863-03-24,1863-06-30,98
1884-07-01,1884-08-14,44
1884-07-01,1884-08-14,44
1884-07-01,1884-08-14,44
1884-05-28,1884-07-02,35
1884-02-27,1884-07-02,126
1884-07-01,1884-08-14,44
1884-08-15,1884-12-16,123
1885-05-05,1885-08-05,92
1885-05-05,1885-08-05,92
1885-05-05,1885-08-05,92
1884-08-15,1884-12-16,123
1884-08-15,1884-12-16,123
1885-05-05,1885-08-05,92
1886-02-15,1886-06-30,135
1885-08-27,1885-10-14,48
1885-11-16,1885-11-19,3
1885-10-14,1885-10-28,14
1886-04-20,1886-06-17,58
1886-06-24,1886-06-30,6
1886-04-20,1886-06-17,58
1886-04-20,1886-06-30,71
1887-01-01,1887-06-30,180
1886-08-27,1886-12-04,99
1887-01-01,1887-04-02,91
1887-01-01,1887-06-30,180
1887-04-14,1887-06-30,77
1887-12-22,1887-12-31,9
1887-12-22,1887-12-31,9
1887-12-22,1887-12-31,9
1887-12-22,1887-12-31,9
1888-07-14,1889-01-14,184
1888-07-14,1889-01-14,184
1888-01-10,1888-07-13,185
1888-01-10,1888-02-09,30
1888-01-10,1888-04-04,85
1888-02-28,1888-07-13,136
1888-04-01,1888-07-13,103
1891-11-25,1891-07-01,147
1891-11-25,1891-07-01,147
1888-07-14,1888-11-05,114
1888-07-14,1888-07-20,6
1891-11-25,1891-07-01,147
1891-11-25,1891-07-01,147
1888-11-06,1889-01-14,69
1891-11-25,1891-07-01,147
1888-07-30,1889-01-09,163
1891-07-13,1891-09-10,59
1892-01-01,1892-07-21,202
1892-01-01,1892-07-16,197
1892-01-01,1892-07-16,197
1892-08-06,1892-10-06,61
1892-01-01,1892-07-21,202
1892-08-06,1892-10-06,61
1892-05-20,1892-07-21,62
1893-2-16,1893-07-08,142
1893-01-01,1893-04-17,106
1893-01-01,1893-02-06,36
1893-2-15,1893-04-17,61
1893-01-01,1893-06-30,180
1894-01-01,1894-01-09,8
1894-01-01,1894-01-09,8
1894-01-01,1894-01-09,8
1894-01-01,1894-01-09,8
1893-2-15,1893-07-08,143
1894-06-23,1894-09-04,73
1894-01-20,1894-05-23,123
1894-06-23,1894-09-07,76
1894-06-23,1894-09-04,73
1894-10-02,1894-12-31,90
1896-01-01,1896-02-21,51
1894-10-02,1894-12-31,90
1896-01-01,1896-06-26,177
1894-10-03,1894-12-31,89
1896-07-28,1896-11-12,107
1896-07-28,1896-11-12,107
1896-07-23,1896-11-18,118
1896-04-02,1896-06-16,75
1896-04-29,1896-06-09,41
1896-04-02,1896-04-25,23
1864-11-06,1864-12-31,55
1864-11-06,1864-12-31,55
1864-11-06,1864-12-31,55
1864-11-06,1864-12-31,55
1864-11-06,1864-12-31,55
1897-01-01,1897-05-06,125
1897-01-01,1897-05-06,125
1898-03-09,1898-04-24,46
1898-01-26,1898-02-16,21
1898-01-26,1898-02-16,21
1898-01-26,1898-05-06,100
1898-05-25,1898-07-16,52
1898-05-24,1898-07-13,50
1898-05-24,1898-07-16,53
1898-03-09,1898-05-06,58
1898-05-25,1898-07-16,52
1898-03-09,1898-05-06,58
1898-07-15,1898-07-20,5
1898-08-25,1898-07-19,37
1898-08-23,1898-12-20,119
1898-08-25,1898-07-19,37
1898-08-23,1899-02-03,164
1898-08-23,1898-12-20,119
1898-08-28,1899-01-31,156
1899-03-02,1899-05-20,79
1899-03-14,1899-05-16,63
1899-03-02,1899-05-20,79
1899-03-13,1899-05-20,68
1899-08-05,1899-09-09,35
1899-08-07,1899-11-14,99
1899-08-06,1899-09-09,34
1899-08-05,1899-09-09,35
1899-08-05,1899-09-09,35
1899-08-07,1899-11-14,99
1899-08-05,1899-09-09,35
1899-08-07,1899-11-14,99
1899-08-06,1899-11-14,100
1900-01-17,1900-04-30,103
1900-01-17,1900-04-20,93
1900-05-11,1900-07-09,59
1900-05-11,1900-07-09,59
1900-01-17,1900-05-01,104
1900-05-11,1900-07-09,59
1900-05-11,1900-07-09,59
1900-01-17,1900-04-30,103
1900-11-09,1901-01-08,60
1900-07-01,1900-08-18,48
1900-09-01,1900-11-19,79
1900-11-09,1901-01-08,60
1900-08-02,1900-11-07,97
1900-11-08,1901-01-08,61
1900-07-01,1900-08-18,48
1900-07-01,1901-01-08,191
1901-07-10,1901-10-16,98
1901-07-10,1901-10-16,98
1901-07-10,1901-10-16,98
1901-07-10,1901-08-31,52
1901-07-10,1901-10-16,98
1865-07-22,1866-05-19,301
1865-07-22,1866-05-19,301
1865-07-22,1866-05-19,301
1901-07-10,1901-08-31,52
1865-07-22,1866-05-19,301
1866-06-13,1866-08-31,79
1866-06-13,1866-08-31,79
1866-06-13,1866-08-31,79
1866-06-13,1866-08-31,79
1867-10-05,1867-12-31,87
1867-10-05,1867-12-31,87
1867-10-05,1867-12-31,87
1867-09-02,1867-09-28,26
1867-10-05,1867-12-31,87
1867-10-24,1868-03-16,144
1869-06-15,1869-10-07,114
1870-04-16,1870-07-21,96
1869-07-14,1869-10-07,85
1870-04-16,1870-07-14,89
1870-04-16,1870-07-14,89
1870-08-09,1870-12-31,144
1870-08-09,1870-09-03,25
1870-08-09,1870-09-03,25
1870-04-16,1870-07-21,96
1870-04-20,1870-07-21,92
1870-04-20,1870-07-21,92
1870-08-09,1870-09-03,25
1870-08-09,1870-09-03,25
1871-08-09,1871-03-24,138
1871-08-09,1871-03-24,138
1871-04-17,1871-08-03,108
1871-10-04,1871-12-19,76
1871-04-17,1871-08-03,108
1871-04-17,1871-08-03,108
1871-10-04,1871-12-19,76
1871-10-04,1871-12-19,76
1871-10-04,1871-12-19,76
1871-04-17,1871-08-03,108
1871-10-04,1871-12-19,76
1871-04-17,1871-08-03,108
1872-09-01,1872-01-20,225
1872-09-01,1872-01-20,225
1872-02-29,1872-07-20,142
1872-09-01,1872-01-20,225
1872-09-01,1871-09-30,337
1872-02-29,1872-07-20,142
1872-09-01,1871-09-30,337
1872-07-27,1872-12-31,157
1872-07-27,1872-12-31,157
1872-07-27,1872-12-31,157
1872-11-01,1872-12-31,60
1872-02-29,1872-07-20,142
1872-02-29,1872-07-20,142
1872-07-27,1872-10-10,75
1872-07-27,1872-10-10,75
1872-02-29,1872-07-20,142
1872-01-01,1872-03-05,64
1872-01-01,1872-03-05,64
1872-01-01,1872-03-05,64
1872-01-01,1872-03-05,64
1872-01-01,1872-03-05,64
1878-08-13,1879-02-14,185
1878-08-13,1879-02-14,185
1878-08-13,1879-02-14,185
1879-02-07,1879-07-25,168
1878-08-13,1879-02-04,175
1879-01-16,1879-02-14,29
1879-01-16,1879-02-04,19
1878-08-14,1879-02-04,174
1879-02-07,1879-07-25,168
1879-02-22,1879-02-26,4
1879-03-07,1879-07-25,140
1879-02-22,1879-02-26,4
1879-03-07,1879-07-25,140
1879-02-22,1879-02-26,4
1879-03-07,1879-07-25,140
1879-02-22,1879-02-26,4
1879-02-22,1879-02-26,4
1879-03-07,1879-07-25,140
1879-02-22,1879-02-26,4
1879-09-22,1879-11-15,54
1879-02-22,1879-02-24,2
1879-09-22,1880-02-07,138
1879-09-22,1880-02-07,138
1879-09-22,1880-02-07,138
1879-11-28,1879-02-07,294
1880-03-10,1880-06-11,93
1879-09-24,1879-11-14,51
1879-09-22,1880-02-07,138
1879-11-27,1879-02-07,293
1880-03-10,1880-07-29,141
1880-07-11,1880-07-29,18
1880-06-11,1880-07-29,48
1880-06-11,1880-07-29,48
1880-08-17,1880-10-16,60
1880-08-17,1881-01-09,145
1881-03-03,1881-07-18,137
1880-08-16,1880-10-19,64
1880-08-16,1881-01-09,146
1880-08-16,1880-10-25,70
1881-03-04,1881-08-03,152
1880-08-16,1881-01-09,146
1880-11-12,1881-01-09,58
1881-02-15,1881-02-23,8
1881-03-03,1881-05-08,66
1881-03-03,1881-08-04,154
1881-02-15,1881-02-23,8
1881-03-03,1881-07-22,141
1881-03-03,1881-07-22,141
1881-08-30,1881-02-01,210
1881-02-15,1881-02-23,8
1881-02-17,1881-02-23,6
1881-02-17,1881-02-23,6
1881-02-15,1881-02-23,8
1881-08-30,1882-02-01,155
1881-09-03,1882-02-01,151
1881-11-30,1882-02-01,63
1881-08-30,1882-02-1,155
1881-08-30,1882-02-01,155
1881-11-09,1881-11-24,15
1882-02-14,1882-03-20,34
1882-02-18,1882-03-20,30
1882-02-14,1882-03-20,34
1882-02-14,1882-03-20,34
1882-03-29,1882-07-24,117
1882-03-29,1882-07-24,117
1882-02-14,1882-03-20,34
1882-03-29,1882-07-24,117
1882-02-14,1882-03-20,34
1882-02-14,1882-02-15,1
1882-03-29,1882-07-24,117
1882-03-29,1882-07-24,117
1882-03-29,1882-07-24,117
1882-03-29,1882-07-24,117
1882-07-03,1882-08-10,38
1882-08-05,1882-08-10,5
1882-08-05,1882-08-10,5
1882-12-08,1883-02-24,78
1882-12-08,1883-02-24,78
1882-12-08,1883-02-24,78
1882-07-25,1882-08-10,16
1882-12-08,1883-02-24,78
1882-12-08,1883-02-24,78
1882-12-08,1883-02-24,78
1882-08-05,1882-08-10,5
1883-06-12,1883-10-30,140
1883-06-12,1883-10-16,126
1883-06-12,1883-08-10,59
1883-06-12,1883-10-30,140
1883-06-12,1883-10-16,126
1883-08-10,1883-10-16,67
1883-06-12,1883-10-16,126
1883-11-14,1884-04-22,160
1884-05-03,1884-05-28,25
1883-11-15,1884-04-22,159
1883-11-14,1884-03-12,119
1883-11-14,1884-04-22,160
1883-11-14,1883-04-22,206
1883-11-15,1883-04-22,207
1884-05-31,1884-09-10,102
1884-05-31,1884-09-10,102
1884-05-03,1884-05-28,25
1884-05-03,1884-05-16,13
1884-05-31,1884-09-10,102
1884-05-03,1884-05-28,25
1884-05-03,1884-05-16,13
1884-05-31,1884-09-10,102
1884-05-03,1884-05-28,25
1886-04-30,1886-07-29,90
1884-06-03,1884-09-10,99
1886-04-30,1886-08-26,118
1884-05-31,1884-09-10,102
1886-04-30,1886-08-26,118
1884-06-03,1884-09-10,99
1886-04-30,1886-08-26,118
1886-04-30,1886-08-26,118
1886-10-01,1887-01-21,112
1886-10-01,1887-01-20,111
1886-10-01,1887-01-20,111
1886-10-01,1887-01-21,112
1886-10-01,1887-01-20,111
1886-10-01,1887-01-21,112
1887-01-12,1887-04-20,98
1887-01-12,1887-04-20,98
1887-01-12,1887-04-20,98
1887-01-12,1887-04-20,98
1887-01-12,1887-04-20,98
1887-01-12,1887-04-20,98
1887-01-12,1887-02-14,33
1887-04-30,1887-05-03,3
1887-04-30,1887-05-03,3
1887-04-30,1887-05-03,3
1887-05-11,1887-09-01,113
1887-05-11,1887-09-01,113
1887-05-11,1887-09-01,113
1887-05-10,1887-09-01,114
1887-04-30,1887-05-03,3
1887-04-30,1887-05-03,3
1887-04-30,1887-05-03,3
1887-05-12,1887-07-25,74
1887-05-11,1887-07-25,75
1888-12-05,1889-08-16,254
1887-08-08,1887-09-01,24
1888-12-05,1889-08-16,254
1887-05-11,1887-07-25,75
1888-12-05,1889-08-16,254
1888-12-05,1889-08-16,254
1889-08-22,1889-08-26,4
1888-12-05,1888-12-07,2
1889-08-22,1889-08-26,4
1889-08-22,1889-08-26,4
1889-08-22,1889-08-26,4
1889-08-22,1889-08-26,4
1889-08-22,1889-08-26,4
1889-09-17,1889-09-21,4
1889-09-17,1890-04-11,206
1889-09-23,1890-04-11,200
1890-04-19,1890-05-06,17
1890-04-15,1890-05-05,20
1890-04-23,1890-05-06,13
1890-05-24,1890-07-28,65
1890-05-24,1890-09-22,121
1890-04-19,1890-05-03,14
1890-04-18,1890-05-06,18
1890-04-19,1890-05-06,17
1890-05-24,1890-09-22,121
1866-01-04,1866-04-12,98
1866-01-04,1866-04-11,97
1866-01-04,1866-04-11,97
1890-05-28,1890-09-22,117
1866-01-04,1866-04-11,97
1890-05-27,1890-09-22,118
1866-01-05,1866-04-11,96
1866-01-04,1866-04-11,97
1866-01-05,1866-04-11,96
1866-12-22,1867-07-28,218
1866-12-24,1867-05-09,136
1866-12-22,1867-05-09,138
1866-01-05,1866-04-11,96
1866-12-22,1867-05-09,138
1867-05-09,1867-06-06,28
1866-12-22,1867-05-09,138
1866-12-27,1867-05-09,133
1867-05-09,1867-06-06,28
1867-05-09,1867-06-06,28
1867-03-08,1867-05-09,62
1866-12-22,1867-06-05,165
1867-05-09,1867-06-06,28
1867-06-17,1867-08-18,62
1867-05-09,1867-06-06,28
1867-01-01,1867-05-09,128
1867-05-10,1867-06-06,27
1867-05-09,1867-06-06,28
1867-06-17,1867-12-21,187
1867-06-17,1867-12-21,187
1867-06-17,1867-12-21,187
1867-06-17,1867-12-21,187
1867-06-17,1867-12-21,187
1867-06-17,1867-12-21,187
1868-03-5,1868-06-08,95
1868-03-05,1868-06-08,95
1868-03-05,1868-05-09,65
1868-03-10,1868-06-08,90
1868-03-09,1868-06-08,91
1868-03-10,1868-06-08,90
1868-03-05,1868-06-08,95
1868-03-05,1868-06-08,95
1869-07-30,1869-08-04,5
1869-07-30,1869-10-12,74
1868-12-26,1869-02-10,46
1868-12-23,1869-02-10,49
1869-07-30,1869-12-20,143
1868-12-23,1869-02-10,49
1869-07-30,1869-12-20,143
1869-08-04,1869-12-20,138
1869-10-23,1869-12-20,58
1870-01-27,1870-02-07,11
1870-01-27,1870-03-17,49
1870-02-08,1870-02-22,14
1870-01-27,1870-03-17,49
1870-01-27,1870-03-17,49
1870-01-27,1870-03-17,49
1870-03-04,1870-03-17,13
1870-01-27,1870-03-17,49
1870-08-03,1870-12-15,134
1870-08-04,1870-12-15,133
1870-08-04,1870-12-16,134
1870-08-04,1870-12-16,134
1870-08-03,1870-12-16,135
1870-08-03,1870-12-15,134
1870-05-11,1870-09-13,125
1871-10-10,1871-12-12,63
1871-10-10,1872-04-23,196
1870-05-11,1870-09-13,125
1871-10-10,1872-04-23,196
1870-05-11,1870-09-13,125
1870-05-11,1870-09-13,125
1870-05-11,1870-09-13,125
1870-05-11,1870-09-13,125
1871-12-14,1872-03-04,81
1871-11-23,1872-02-21,90
1871-10-16,1871-12-14,59
1871-10-16,1872-02-21,128
1871-12-08,1872-04-23,137
1872-04-03,1872-04-12,9
1872-03-03,1872-04-12,40
1871-10-16,1871-11-09,24
1871-10-10,1871-11-23,44
1872-06-03,1872-04-12,52
1872-05-13,1872-10-03,143
1872-05-14,1872-10-03,142
1873-04-30,1873-05-02,2
1873-04-30,1873-09-02,125
1873-04-30,1873-12-12,226
1873-04-30,1873-12-12,226
1873-04-30,1873-12-12,226
1873-04-30,1873-12-12,226
1873-04-30,1873-12-12,226
1873-05-06,1873-09-23,140
1873-09-20,1873-12-13,84
1874-02-19,1874-07-02,133
1874-02-20,1874-07-02,132
1874-02-25,1874-07-02,127
1874-02-20,1874-07-02,132
1874-02-27,1874-07-02,125
1875-09-16,1876-01-25,131
1875-09-15,1875-11-08,54
1875-09-15,1876-01-25,132
1875-09-15,1876-01-25,132
1875-09-14,1876-01-25,133
1874-03-03,1874-07-02,121
1875-09-14,1876-01-25,133
1875-09-14,1876-01-25,133
1876-02-29,1876-07-26,148
1876-03-04,1876-07-26,144
1876-03-04,1876-03-06,2
1875-11-17,1875-12-16,29
1876-02-26,1876-08-02,158
1875-12-16,1876-01-25,40
1876-02-26,1876-08-02,158
1876-03-13,1876-03-06,7
1876-03-04,1876-03-21,17
1876-03-13,1876-07-26,135
1876-03-13,1876-07-26,135
1876-08-15,1876-12-29,136
1876-08-15,1876-12-29,136
1877-02-12,1877-04-13,60
1876-08-16,1876-12-29,135
1876-08-15,1876-12-29,136
1876-08-17,1876-12-29,134
1876-08-15,1876-12-29,136
1877-02-12,1877-06-03,111
1877-04-17,1877-06-03,47
